dwr_id,dau,Barren Land (Rock/Sand/Clay),Cultivated Crops,Deciduous Forest,Developed High Intensity,"Developed, Low Intensity","Developed, Medium Intensity","Developed, Open Space",Emergent Herbaceous Wetlands,Evergreen Forest,Grassland/Herbaceous,Mixed Forest,Open Water,Pasture/Hay,Perennial Ice/Snow,Shrub/Scrub,Woody Wetlands
37_89,266,,,,,,,,0.00,0.01,,,,,,0.99,
3_78,no data,0.00,,,,,,,,0.03,0.03,,0.07,,,0.87,
3_79,001,,,,,,,,,0.09,0.09,,,,,0.82,
37_90,263,,,,,,,,0.00,0.01,,,,,,0.99,
37_90,266,,,,,,,,,0.00,0.00,,0.00,,,1.00,
37_91,263,,,,,,,,0.00,0.05,0.00,,,,,0.95,
37_91,266,,,,,,,,,0.01,,,,,,0.99,
37_92,263,,,,,,,,,0.00,0.00,,,0.00,,1.00,
37_93,263,,,,,0.05,0.00,0.00,,,,,,,,0.94,0.00
37_94,263,,0.00,,,0.01,,0.00,,0.00,0.00,,,,,0.98,
37_95,263,,0.00,,,,,,,0.07,0.01,,,0.07,,0.86,0.00
37_96,263,,0.01,,,,,,,0.11,0.02,0.00,,0.05,,0.80,0.00
37_97,263,,,0.01,,,,,0.00,0.51,0.00,0.10,,,,0.38,0.00
37_97,266,,,,,,,,,0.51,0.04,0.08,,,,0.36,
37_98,263,,,,,,,,,0.25,0.00,,,,,0.75,
37_98,266,,,,,,,,,0.25,,,,,,0.75,
37_99,263,,,,,,,,,0.16,0.04,,,0.00,,0.80,0.00
3_79,no data,0.00,,,,,,,,0.42,0.04,,,,,0.54,
3_80,001,,,,,,,,0.01,0.09,0.36,,,,,0.54,
3_80,no data,0.00,,,,,,,0.01,0.38,0.16,,0.07,0.01,,0.38,0.00
3_81,001,0.00,,,,,,,0.04,0.30,0.26,,,,,0.38,0.01
38_10,020,0.01,0.00,,,0.00,,0.05,0.16,0.02,0.09,0.01,0.12,0.52,,0.01,0.01
38_100,263,,,,,,,,,,0.20,,,,,0.80,
38_10,032,,,,,,,0.08,0.01,0.04,0.04,0.12,0.05,0.46,,,0.20
38_101,263,,,,,,,,,,0.01,,,,,0.99,
38_101,no data,,,,,,,,,,,,,0.00,,1.00,
38_10,no data,0.06,,,,,,,,,0.00,,0.94,,,0.00,
38_11,020,,0.01,,,0.01,,0.08,0.00,,0.16,0.04,0.01,0.61,,0.08,0.01
38_11,032,,,0.05,,0.00,,0.05,0.07,0.04,0.03,0.04,0.22,0.37,,0.09,0.03
38_12,032,0.00,,0.04,0.00,0.03,0.00,0.04,0.01,0.39,0.08,0.13,0.00,0.21,,0.05,0.01
38_13,032,,,0.03,,,,0.05,,0.82,0.01,0.06,,0.01,,0.01,0.01
38_14,032,,,0.03,,,,0.02,,0.89,0.01,0.04,,,,0.01,0.00
38_15,032,,,0.01,,,,0.00,,0.93,0.02,0.02,,,,0.01,
38_16,021,,,0.13,,,,,,0.79,0.01,0.05,,,,0.02,
38_16,032,,,0.01,,,,,,0.96,0.00,0.01,,,,0.02,
38_17,021,,,0.03,,,,0.03,,0.72,0.08,0.04,,,,0.11,0.00
38_17,032,,,,,,,,,0.95,,,,,,0.05,
38_18,021,,,0.04,,,,0.00,,0.86,0.01,0.02,,,,0.07,
38_18,030,,,0.06,,,,0.02,,0.84,0.01,0.06,,,,0.01,
38_19,021,,,,,,,,,0.91,,,,,,0.09,
38_19,030,0.00,,0.04,,,,0.03,,0.66,0.06,0.08,0.01,,,0.13,
3_81,no data,0.00,,,,,,,0.02,0.48,0.18,,0.02,,,0.30,0.00
3_82,001,,,,,,,,,0.56,0.31,,,,,0.13,
38_20,030,,,0.10,,,,0.00,,0.56,0.10,0.02,,,,0.20,
38_21,030,0.00,,0.07,,,,,,0.75,0.02,0.01,,,,0.15,
38_22,007,,,0.05,,,,,,0.73,0.02,0.04,,,,0.15,
38_22,028,,,0.06,,,,,,0.69,0.01,0.03,,,,0.21,
38_22,030,,,0.08,,,,,,0.82,0.02,0.01,,,,0.07,
38_23,007,,,0.02,,,,,,0.82,0.00,0.03,,,,0.12,
38_23,030,,,,,,,,,0.98,,0.03,,,,,
38_24,007,,,0.03,,,,0.01,,0.91,0.00,0.01,,,,0.05,
38_24,030,,,0.12,,,,,,0.71,,,,,,0.17,
38_25,007,0.00,,0.03,,,,0.02,,0.70,0.01,0.01,,,,0.23,
38_26,007,0.01,,0.08,,,,0.04,,0.39,0.07,0.05,0.02,,,0.34,
38_27,007,,,0.04,,,,0.02,,0.83,0.00,0.01,,,,0.10,
38_28,007,,,0.01,,,,0.04,,0.80,0.00,0.02,,,,0.12,
38_29,007,,,0.02,,,,0.04,,0.82,0.00,0.02,,,,0.10,
3_82,no data,,,,,,,,,0.53,0.21,,,,,0.26,
38_30,007,,,0.02,,,,0.05,,0.82,0.02,0.02,,,,0.07,
3_83,001,,,,,,,,,0.61,0.12,,,,,0.27,
38_31,007,,,0.01,,,,0.04,,0.88,0.00,0.01,,,,0.05,
38_32,007,,,0.03,,,,0.01,,0.91,0.00,0.01,,,,0.05,
38_33,007,,,0.01,,,,0.02,,0.91,,0.01,,,,0.05,
38_34,007,,,0.00,,,,0.02,,0.91,,0.02,,,,0.04,
38_35,007,,,0.01,,,,0.01,,0.85,0.00,0.02,0.00,,,0.11,0.00
38_36,007,0.01,,0.05,,0.00,,0.06,,0.49,0.03,0.05,0.01,,,0.29,0.00
38_37,007,0.01,,0.02,,0.01,,0.04,,0.65,0.02,0.04,,,,0.22,
38_38,007,,,0.03,0.00,0.02,0.00,0.10,,0.58,0.01,0.05,,,,0.20,0.00
38_39,007,,,0.02,0.00,0.04,0.00,0.12,,0.34,0.02,0.08,,,,0.37,
3_83,no data,,,,,,,,0.00,0.73,0.08,,,,,0.19,
38_40,007,,,0.02,,0.00,,0.06,,0.34,0.08,0.05,0.00,,,0.45,
3_84,001,,,,,,,,,0.70,0.23,,,,,0.07,
38_41,007,0.00,,0.02,0.00,0.01,,0.13,,0.22,0.03,0.06,0.06,,,0.46,0.00
38_42,007,0.00,,0.03,,0.00,,0.04,,0.58,0.00,0.04,0.01,,,0.29,0.00
38_43,007,,,0.05,,,,0.03,,0.75,0.00,0.02,,,,0.15,
38_43,137,,,0.14,,,,0.03,,0.41,0.09,0.02,,,,0.30,
38_44,137,0.00,,0.20,,0.00,,0.05,,0.30,0.08,0.05,,,,0.33,
38_45,137,0.00,,0.13,,0.00,,0.04,,0.23,0.01,0.09,,,,0.49,0.00
38_46,137,,,0.08,,,,0.01,,0.46,0.01,0.10,,,,0.35,
38_46,141,,,0.09,,,,,,,,0.43,,,,0.49,
38_47,136,,,0.11,,,,0.02,,0.63,0.00,0.11,,,,0.13,
38_47,137,,,0.01,,,,,,0.63,,0.07,,,,0.30,
38_47,141,,,0.07,,,,0.00,,0.45,0.00,0.13,,,,0.35,
38_48,136,0.00,,0.08,,0.00,,0.06,,0.40,0.01,0.13,0.00,,,0.32,
38_48,141,,,0.05,,,,0.01,,0.29,0.01,0.16,,,,0.48,
38_49,136,0.05,,,,0.00,,0.02,0.01,0.13,,0.05,0.48,,,0.26,0.00
38_49,141,0.00,,,,0.02,0.00,0.06,0.00,0.06,0.02,0.18,0.02,,,0.63,0.00
38_49,143,0.05,,0.07,,0.03,0.01,0.18,0.01,0.05,0.01,0.36,0.06,,,0.14,0.03
3_84,no data,0.00,,,,,,,0.03,0.40,0.34,,,,,0.23,
38_50,136,0.01,,0.09,,0.00,0.00,0.01,0.01,0.24,0.00,0.08,0.45,,,0.11,0.00
38_50,143,,,0.23,,,,0.02,,0.28,0.02,0.13,,,,0.32,
38_51,136,0.01,,0.02,,,,0.01,,0.58,0.01,0.01,0.16,,,0.20,
38_51,143,,0.00,0.21,0.00,0.03,0.01,0.05,,0.29,0.10,0.06,,0.01,,0.23,
38_52,136,0.04,,0.05,,0.00,,0.01,,0.51,0.03,0.11,,,,0.25,
38_52,143,0.01,,0.18,,0.01,0.00,0.02,,0.41,0.10,0.06,,0.00,,0.20,
38_53,136,,,0.11,,,,0.01,,0.34,0.15,0.02,0.14,,,0.23,
38_53,143,0.00,,0.15,,0.03,,0.05,,0.18,0.21,0.03,,,,0.34,
38_54,136,,,0.01,,,,,,0.16,0.35,0.00,0.29,,,0.18,0.00
38_54,143,,,,,,,0.00,,0.13,0.62,,,,,0.25,
38_54,145,,,,,,,,,0.13,0.74,,,,,0.14,
38_55,136,,,0.05,,,,,,0.20,0.19,0.00,0.18,,,0.38,
38_55,145,,,0.15,,,,,,0.16,0.19,0.02,,,,0.49,
38_56,136,0.00,,0.14,,,,,,0.68,0.04,0.02,0.02,,,0.11,
38_56,145,0.00,,0.31,,,,0.00,,0.40,0.04,0.03,0.00,,,0.22,
38_57,145,0.00,,0.17,,0.00,,0.03,,0.55,0.03,0.02,0.00,,,0.20,
38_58,145,0.00,0.04,0.19,,0.00,,0.04,,0.41,0.10,0.01,0.00,,,0.22,
38_59,145,0.00,0.01,0.12,,,,0.00,,0.62,0.05,0.00,0.00,,,0.19,
38_60,145,,,0.02,,,,,,0.89,0.01,0.00,,,,0.08,
38_61,145,,,0.00,,,,,,0.91,0.00,0.00,,,,0.09,
38_62,145,0.01,,,,,,,0.00,0.87,0.00,,0.01,,,0.10,0.00
38_63,134,,,,,,,,,0.84,,,0.00,,,0.16,
38_63,136,,,,,,,,,0.89,,,,,,0.11,
38_63,145,,,,,,,,,0.57,,,,,,0.43,
38_64,134,0.00,,,,,,,0.01,0.86,0.00,,,,,0.13,
38_64,145,,,,,,,,0.09,0.30,,,,,,0.62,
38_65,134,,,,,,,0.02,,0.88,0.04,,,,,0.06,
38_66,134,,,,,,,,,0.95,0.00,,,,,0.05,
38_67,134,0.13,,,,,,,,0.68,,,0.01,,,0.19,
38_68,134,0.04,,,,,,,,0.83,,,,,,0.14,
38_69,134,,,,,0.00,,0.02,0.01,0.72,0.00,,,0.02,,0.23,
38_70,134,0.00,0.00,,,,,0.02,0.00,0.23,0.02,,0.00,0.06,,0.66,
38_71,134,0.00,0.00,,,,,,0.00,0.30,0.03,,,,,0.66,
38_72,134,,,,,,,,0.01,0.43,0.01,,,,,0.55,
38_73,134,0.00,,,,,,,0.01,0.60,0.00,,0.00,,,0.39,
38_74,134,,,,,,,0.02,0.00,0.71,0.01,,,,,0.27,
38_75,134,,,,,,,,,0.90,0.00,,,,,0.10,
38_76,134,0.00,,,,,,,0.01,0.46,0.02,,,,,0.52,
38_77,134,,,,,,,,0.00,0.88,0.00,,0.00,,,0.12,
38_77,266,,,,,,,,,0.91,,,,,,0.09,
38_78,134,,,,,,,,0.00,0.88,,,,,,0.12,
38_78,266,,,,,,,,,0.95,,,,,,0.05,
38_79,134,,,,,,,,0.00,0.87,,,,,,0.13,
38_79,266,,,,,,,,,0.85,,,,,,0.15,
38_80,134,,,,,,,,0.02,0.73,0.01,,0.03,,,0.21,
38_80,266,,,,,,,,,0.95,0.00,,,,,0.05,
38_81,134,,,,,,,,0.02,0.74,0.02,,0.01,,,0.21,
38_81,266,,,,,,,,0.00,0.89,0.00,,,,,0.10,
38_82,266,,,,,,,,0.03,0.76,0.03,,0.01,,,0.17,
38_83,263,0.00,,,,,,,0.04,0.69,0.00,,0.02,,,0.25,
38_83,266,0.00,,,,,,,,0.87,,,,,,0.13,
38_84,266,0.00,,,,,,,,0.47,0.00,,,,,0.53,
38_85,263,,,,,,,,,,,,,,,1.00,
38_85,266,,,,,0.00,,0.02,0.00,0.21,0.01,,,,,0.76,
38_86,263,,,,,,,,,0.03,,,,,,0.97,
38_86,266,,,,,0.00,,0.01,0.00,0.01,0.00,,,,,0.98,
38_87,263,,,0.00,,,,,,0.36,0.00,,,,,0.64,
38_87,266,,,0.00,,,,,,0.09,0.00,,,,,0.91,
38_88,263,,,,,,,,,0.34,0.01,,,,,0.65,
38_88,266,,,,,,,,,0.16,0.00,,,,,0.84,
38_89,263,,,,,,,,,0.07,,,,,,0.93,
38_89,266,,,,,,,,0.00,0.04,0.00,,0.00,,,0.95,
38_90,266,,,,,,,,,0.02,,,0.00,,,0.97,
38_91,263,,,,,,,,,0.02,,,,,,0.98,
38_91,266,,,,,,,,0.00,0.01,,,,,,0.99,
38_92,263,,,,,,,,,0.00,,,,,,1.00,
38_92,266,,,,,,,,,0.03,,,,,,0.97,
38_93,263,,,,,0.01,,0.02,,0.00,0.01,,,0.00,,0.96,0.00
38_94,263,,0.00,,,0.01,0.00,0.01,,0.06,0.00,,,0.01,,0.90,
38_95,263,,,0.00,,,,,,0.35,,0.04,,,,0.61,0.00
38_95,266,,,,,,,,,0.16,0.00,0.02,,,,0.81,
38_96,263,,,0.02,,,,,,0.40,0.00,0.04,,,,0.54,0.00
38_96,266,,,0.01,,,,,0.00,0.12,0.00,0.05,,,,0.82,0.00
38_97,263,,,,,,,,,0.50,,,,,,0.50,
38_97,266,,,,,,,,0.00,0.09,0.00,0.00,,0.00,,0.90,
38_98,263,,,,,,,,,0.01,,,,,,0.99,
38_98,266,,,,,,,,,0.01,0.00,,,,,0.99,
38_99,263,,,,,,,,0.00,,,,,,,1.00,
38_99,266,,,,,,,,,,0.00,,,,,1.00,
39_10,020,0.02,0.02,,,0.00,0.00,0.03,0.09,,0.04,0.00,0.15,0.55,,,0.09
39_100,263,,,,,,,,,,,,,,,1.00,
39_100,266,,,,,,,,,,,,,,,1.00,
39_101,263,,,,,,,,,,,,,,,1.00,
39_101,266,,,,,,,,,,,,,,,1.00,
39_101,no data,,,,,,,,,,,,,0.00,,1.00,
39_10,no data,0.69,,,,,,,,,,,0.31,,,,
39_11,020,,0.02,0.01,,0.02,0.01,0.07,0.01,0.01,0.09,0.03,0.01,0.57,,0.04,0.10
39_11,032,,,0.07,,0.03,,0.20,,0.07,0.32,0.08,,0.09,,0.14,
39_12,020,,,0.04,,0.02,,0.10,,0.00,0.48,0.04,,0.12,,0.19,
39_12,032,,,0.08,,0.00,,0.06,0.00,0.35,0.21,0.08,0.00,0.06,,0.15,0.00
39_13,020,,,0.07,,,,0.24,,0.62,,0.02,,,,0.05,
39_13,032,,,0.03,,,,0.04,,0.79,0.04,0.04,,,,0.06,
39_14,032,,,0.00,,,,0.01,,0.95,0.00,0.01,,,,0.03,
39_15,021,,,0.47,,,,,,0.23,,0.18,,,,0.12,
39_15,032,,,0.04,,,,0.00,,0.85,,0.05,,,,0.05,
39_16,021,0.00,,0.13,,,,0.00,,0.63,0.00,0.09,,,,0.13,0.00
39_16,032,,,0.07,,,,,,0.74,0.01,0.07,,,,0.11,
39_17,021,,,0.06,,,,0.01,,0.65,0.05,0.06,,,,0.16,
39_18,021,,,0.06,,,,0.03,,0.36,0.21,0.07,,,,0.28,
39_18,030,,,0.01,,,,0.03,,0.65,0.09,0.09,,,,0.13,
39_19,021,,,0.04,,,,0.02,,0.35,0.34,0.07,,,,0.19,
39_19,030,,,0.04,,,,0.03,,0.75,0.03,0.04,0.01,,,0.10,
39_20,030,0.00,,0.14,,,,0.02,,0.30,0.27,0.05,0.01,,,0.21,
39_21,030,0.00,,0.10,,,,0.01,,0.60,0.05,0.04,0.01,,,0.19,
39_22,030,0.00,,0.12,,,,0.01,,0.52,0.13,0.02,0.00,,,0.21,
39_23,007,,,0.01,,,,,,0.62,0.01,0.03,,,,0.34,
39_23,030,,,0.16,,,,0.00,,0.52,0.16,0.01,,,,0.15,
39_24,007,,,0.01,,,,0.02,,0.89,0.00,0.01,,,,0.08,
39_24,030,,,0.05,,,,0.02,,0.89,0.00,0.01,,,,0.03,
39_25,007,,,0.02,,,,0.01,,0.78,0.00,0.04,,,,0.13,
39_25,030,,,,,,,,,0.98,0.01,0.00,,,,0.02,
39_26,007,0.00,,0.05,,,,0.03,,0.81,0.01,0.01,0.01,,,0.08,
39_27,007,0.00,,0.07,,,,0.01,,0.50,0.01,0.05,0.01,,,0.35,
39_28,007,,,0.02,,,,0.03,,0.63,0.00,0.03,,,,0.29,
39_29,007,,,0.01,,,,0.00,,0.72,0.00,0.03,,,,0.24,
39_30,007,,,0.01,,,,0.01,,0.88,,0.01,,,,0.10,
39_31,007,,,0.01,,,,0.02,,0.91,,0.02,,,,0.04,
39_32,007,,,0.01,,,,0.03,,0.94,0.00,0.00,,,,0.02,
39_33,007,,,0.00,,,,0.04,,0.90,0.00,0.01,,,,0.04,
39_34,007,,,0.01,,,,0.03,,0.87,0.00,0.02,,,,0.07,
39_35,007,,,0.01,,,,0.04,,0.89,,0.01,,,,0.05,
39_36,007,,,0.03,,,,0.06,,0.75,0.00,0.03,0.00,,,0.13,0.00
39_37,007,0.00,,0.03,,,,0.01,,0.58,0.01,0.06,0.01,,,0.31,
39_38,007,0.00,,0.04,,0.00,,0.06,,0.52,0.01,0.07,0.00,,,0.30,0.00
39_39,007,,,0.04,,,,0.05,,0.58,0.01,0.07,0.02,,,0.23,
39_40,007,,,0.02,,0.01,,0.11,,0.37,0.03,0.09,0.01,,,0.36,0.00
39_41,007,,,0.02,,0.01,,0.07,,0.33,0.03,0.06,,,,0.48,
39_42,007,,,0.04,,,,0.02,,0.76,0.00,0.04,,,,0.13,
39_42,137,,,0.08,,,,0.08,,0.79,,0.01,,,,0.04,
39_43,007,,,0.04,,,,0.03,,0.68,0.00,0.01,,,,0.23,
39_43,137,,,0.14,,,,0.02,,0.49,0.02,0.05,,,,0.28,
39_44,137,,,0.28,,0.00,,0.04,,0.13,0.03,0.05,,,,0.48,
39_45,137,,,0.07,,0.01,,0.06,,0.25,0.07,0.08,,,,0.47,0.00
39_46,137,,,0.23,,,,0.02,,0.34,0.00,0.10,,,,0.31,
39_47,137,,,0.11,,,,0.02,,0.61,,0.10,,,,0.16,
39_47,141,0.00,,0.05,,0.00,,0.04,,0.53,0.02,0.12,,,,0.23,
39_48,141,,,0.04,,,,0.00,,0.28,0.01,0.15,0.00,,,0.52,0.00
39_49,141,,,,,0.00,,0.05,,0.05,0.04,0.22,0.08,,,0.56,0.00
39_49,143,,,0.12,,0.00,,0.03,0.00,0.16,0.00,0.53,0.02,,,0.12,0.01
39_50,136,,,0.33,,,,,,,,0.67,,,,,
39_50,143,,,0.18,0.00,0.08,0.01,0.22,,0.09,0.01,0.27,,,,0.13,0.01
39_51,143,0.00,0.01,0.27,,0.08,0.01,0.19,,0.06,0.12,0.00,,0.20,,0.06,0.00
39_52,143,,,0.42,,0.00,,0.07,,0.10,0.21,0.01,0.00,0.03,,0.16,
39_53,143,,0.00,0.16,,0.00,,0.08,,0.11,0.48,0.00,0.00,,,0.17,
39_53,145,,0.12,,,,,,,0.01,0.74,,,,,0.14,
39_54,143,,,0.01,,,,,,0.17,0.75,,,,,0.07,
39_54,145,,0.00,0.01,,,,,,0.05,0.75,,0.00,0.08,,0.11,0.00
39_55,145,,0.00,0.25,,0.00,,0.01,,0.14,0.36,0.00,,0.04,,0.19,
39_56,145,,,0.30,,0.00,0.00,0.03,,0.30,0.19,0.01,0.00,,,0.17,0.00
39_57,145,0.00,0.01,0.20,,0.00,,0.04,,0.19,0.17,0.01,0.00,0.02,,0.37,
39_58,145,0.00,0.06,0.12,,,,0.03,,0.21,0.16,0.01,0.00,0.01,,0.40,
39_59,145,0.00,,0.05,,,,0.02,,0.73,0.02,0.01,0.00,,,0.17,
39_60,145,0.00,0.01,0.00,,,,0.03,,0.69,0.05,0.01,,,,0.20,
39_61,145,0.00,,0.00,,,,0.00,0.00,0.84,0.02,0.01,,,,0.13,
39_62,145,,,0.00,,,,,0.00,0.92,,,,,,0.08,
39_63,145,0.00,,,,,,0.00,0.00,0.86,0.00,,0.00,,,0.13,
39_64,134,,,,,,,0.02,0.01,0.87,,,,,,0.09,
39_64,145,,,,,,,0.03,0.00,0.91,,,,,,0.07,
39_65,134,,,,,,,0.00,0.01,0.95,,,,,,0.05,
39_65,145,,,,,,,,,0.98,,,,,,0.02,
39_66,134,0.02,,,,,,,,0.86,,,,,,0.12,
39_67,134,0.01,,,,,,,0.00,0.77,,,0.01,,,0.21,
39_68,134,0.08,,,,,,,,0.81,,,,,,0.10,
39_69,134,0.00,,,,,,,,0.94,,,,,,0.06,
39_70,134,0.01,,,,0.00,,0.01,,0.71,0.00,,,,,0.27,
39_71,134,,,,,0.00,,0.03,0.00,0.65,0.00,,,,,0.31,
39_72,134,,,,,,,,0.00,0.58,0.00,,,,,0.42,
39_73,134,0.00,,,,,,,0.00,0.66,0.00,,0.01,,,0.33,
39_74,134,,,,,,,0.01,0.00,0.48,0.00,,,,,0.51,
39_75,134,,,,,,,0.01,0.03,0.50,0.05,,,,,0.41,
39_76,134,,,,,,,,0.02,0.71,0.02,,,,,0.25,
39_77,134,,,,,,,,,0.95,,,,,,0.05,
39_77,266,,,,,,,,,0.81,,,,,,0.19,
39_78,266,,,,,,,,0.02,0.68,0.01,,,,,0.29,
39_79,266,,,,,,,,0.01,0.85,0.01,,,,,0.13,
39_80,266,,,,,,,,,0.75,0.05,,,,,0.20,
39_81,266,,,,,,,,0.00,0.25,0.18,,,,,0.57,
39_82,266,0.00,,,,,,,,0.69,0.04,,,,,0.26,
39_83,266,0.00,,,,,,,,0.73,0.00,,,,,0.27,
39_84,266,0.00,,,,,,,0.00,0.06,0.00,,,,,0.94,
39_85,266,0.00,,,,,,0.02,0.00,0.01,0.00,,0.27,,,0.69,
39_86,266,,,,,0.01,,0.02,0.00,0.01,0.00,,0.57,,,0.38,
39_87,266,,,,,,,,,0.04,0.00,,,,,0.95,
39_88,266,,,0.00,,,,,,0.39,,,,,,0.61,
39_89,266,,,,,,,,,0.04,0.00,,0.00,0.00,,0.95,0.00
39_9,020,0.14,,,,,,,0.21,,0.04,,0.57,0.00,,,0.04
39_90,266,,0.02,,,,,,0.00,0.02,0.00,,0.05,0.05,,0.85,0.00
39_91,266,,,,,,,,,0.14,,,,,,0.86,
39_92,263,,,,,,,,,0.00,,,,,,1.00,
39_92,266,,,,,,,0.01,,0.09,0.00,,,,,0.90,
39_93,263,,,,,,,0.01,,0.01,0.00,,,,,0.96,0.02
39_93,266,,,,,0.00,,0.01,,0.01,0.02,,,,,0.94,0.02
39_94,263,,0.02,,,0.00,,0.03,0.00,0.01,0.01,,,0.02,,0.90,0.01
39_94,266,,,,,0.00,,0.03,,0.02,,,,,,0.93,0.01
39_95,263,,,,,,,,,0.23,,,,,,0.77,
39_95,266,,,,,,,,,0.07,,0.00,,,,0.93,0.00
39_96,266,,,0.00,,,,,,0.10,0.00,0.01,,,,0.89,0.00
39_97,266,,,,,,,,,0.01,0.01,0.00,,0.00,,0.97,
39_98,266,,,,,,,,,,0.00,,,0.00,,1.00,
39_99,263,,,,,,,,,,,,,,,1.00,
39_99,266,,,,,,,,,,0.00,,,0.00,,1.00,
39_9,no data,0.01,,,,,,,,,,,0.99,,,,
40_10,020,0.05,0.02,,,0.01,,0.06,0.03,,0.04,,0.07,0.68,,,0.03
40_100,266,,,,,,,,,,,,,,,1.00,
40_101,266,,,,,,,,,,,,,,,1.00,
40_101,no data,,,,,,,,,,0.00,,,,,1.00,
40_11,020,0.10,0.04,0.00,,0.02,0.00,0.05,0.04,0.00,0.04,0.00,0.05,0.58,,0.01,0.07
40_12,020,0.08,0.01,0.04,0.00,0.04,0.02,0.08,0.02,0.11,0.15,0.08,0.05,0.17,,0.09,0.06
40_12,032,,,0.56,,,,0.20,,0.17,0.07,,,,,,
40_13,020,,,0.06,0.00,0.03,0.04,0.10,,0.54,0.06,0.08,,0.03,,0.06,0.00
40_13,032,,,0.02,,,,0.09,,0.89,,,,,,,
40_14,020,,,0.06,,,,0.00,,0.87,0.01,0.04,,,,0.02,
40_14,021,,,0.08,,,,,,0.85,,0.07,,,,,
40_14,032,,,0.01,,,,0.00,,0.94,0.00,0.04,,,,0.01,
40_15,020,,,,,,,,,1.00,,,,,,,
40_15,021,,,0.09,,,,,,0.78,0.01,0.04,,,,0.08,
40_15,032,,,0.03,,,,,,0.93,0.00,0.03,,,,0.01,
40_16,021,,,0.09,,,,,,0.74,0.01,0.08,,,,0.08,
40_16,032,,,0.02,,,,,,0.98,,,,,,,
40_17,021,,,0.03,,,,0.01,,0.53,0.12,0.06,,,,0.25,
40_18,021,,,0.04,,,,0.00,,0.33,0.22,0.18,,,,0.22,
40_19,021,,,0.10,,,,0.03,,0.23,0.32,0.09,,,,0.22,
40_19,030,,,,,,,,,1.00,,,,,,,
40_20,021,,,0.19,,,,0.02,,0.28,0.31,0.03,,,,0.17,
40_20,030,,,0.08,,,,0.00,,0.58,0.07,0.04,,,,0.23,
40_21,021,,,0.28,,,,0.03,,0.20,0.29,0.02,,,,0.19,
40_21,030,,,0.07,,,,0.01,,0.61,0.05,0.04,0.00,,,0.22,
40_22,030,0.00,,0.16,,,,0.02,,0.58,0.05,0.02,0.01,,,0.15,
40_23,007,,,0.14,,,,,,0.71,0.01,0.02,,,,0.12,
40_23,030,,,0.28,,,,0.02,,0.36,0.13,0.03,,,,0.18,
40_24,007,,,0.06,,,,0.02,,0.76,0.02,0.03,,,,0.11,
40_24,030,,,0.13,,,,0.01,,0.71,0.04,0.03,,,,0.08,
40_25,007,,,0.03,,,,0.00,,0.50,0.01,0.11,,,,0.34,
40_25,030,0.00,,0.01,,,,,,0.92,0.01,0.01,,,,0.04,
40_26,007,,,0.05,,,,0.02,,0.85,0.00,0.01,,,,0.07,
40_27,007,0.07,,0.06,,0.01,0.00,0.07,0.00,0.17,0.11,0.07,0.03,,,0.42,0.00
40_28,007,0.00,,0.04,,,,0.05,,0.51,0.04,0.04,0.01,,,0.31,0.00
40_29,007,,,0.01,,,,0.03,,0.61,0.00,0.04,0.00,,,0.30,
40_30,007,,,0.02,,,,0.02,,0.75,0.00,0.02,0.00,,,0.18,
40_31,007,,,0.01,,,,0.00,,0.84,,0.04,0.00,,,0.11,
40_32,007,,,0.01,,,,0.01,,0.84,0.00,0.03,,,,0.11,
40_33,007,,,0.05,,,,0.04,,0.73,0.00,0.05,,,,0.13,
40_34,007,,,0.01,,,,0.04,,0.87,0.00,0.02,,,,0.07,
40_35,007,,,0.02,,,,0.02,,0.86,0.00,0.02,,,,0.09,
40_36,007,,,0.05,,,,0.02,,0.79,0.00,0.02,,,,0.12,0.00
40_37,007,,,0.04,,,,0.04,,0.78,0.01,0.03,,,,0.11,
40_38,007,,,0.05,,0.00,,0.07,,0.42,0.02,0.08,0.01,,,0.36,0.00
40_39,007,,,0.03,,,,0.06,0.00,0.51,0.01,0.07,0.01,,,0.30,0.00
40_40,007,,,0.02,,,,0.01,,0.79,0.01,0.03,,,,0.13,
40_41,007,,,0.00,,0.00,,0.05,,0.63,0.00,0.07,,,,0.24,
40_42,007,,,0.03,,0.00,,0.05,,0.75,0.00,0.03,,,,0.14,
40_43,007,,,0.04,,0.00,,0.05,,0.73,0.00,0.03,,,,0.14,
40_43,137,,,0.15,,,,0.06,,0.59,0.00,0.07,,,,0.12,
40_44,137,,,0.25,,0.00,,0.03,,0.36,0.00,0.14,,,,0.22,
40_45,137,0.00,,0.15,,0.00,0.00,0.08,0.00,0.36,0.01,0.12,0.02,,,0.25,0.01
40_46,137,0.00,,0.11,,0.01,0.00,0.07,0.00,0.24,0.02,0.16,0.12,,,0.25,0.01
40_47,137,,,0.11,,,,0.02,0.00,0.41,0.00,0.20,0.04,,,0.22,0.00
40_47,141,0.01,,0.24,,0.00,,0.05,,0.29,0.05,0.12,,,,0.24,
40_48,141,0.00,,0.08,,0.01,,0.02,,0.15,0.02,0.21,0.01,,,0.50,
40_48,143,,,,,,,,0.08,,,,0.92,,,,
40_49,141,,,,,,,0.01,,0.02,0.04,0.25,0.10,,,0.58,
40_49,143,,,0.07,,,,0.03,0.00,0.27,0.01,0.40,0.02,,,0.20,0.01
40_50,143,0.01,,0.02,0.00,0.07,0.02,0.22,,0.10,0.12,0.28,0.00,,,0.15,0.01
